law_id	group	law	article	has_annex	text
OSH-01	OSH	職業安全衛生法	第1條		為防止職業災害，保障工作者安全及健康，特制定本法；其他法律有特別規定者，從其規定。
OSH-01	OSH	職業安全衛生法	第2條		本法用詞，定義如下： ／ 一、工作者：指勞工、自營作業者及其他受工作場所負責人指揮或監督從事勞動之人員。 ／ 二、勞工：指受僱從事工作獲致工資者。 ／ 三、雇主：指事業主或事業之經營負責人。 ／ 四、事業單位：指本法適用範圍內僱用勞工從事工作之機構。 ／ 五、職業災害：指因勞動場所之建築物、機械、設備、原料、材料、化學品、氣體、蒸氣、粉塵等或作業活動及其他職業上原因引起之工作者疾病、傷害、失能或死亡。 ／ 六、勞動場所：指於勞動契約存續中，由雇主所提示，使勞工履行契約提供勞務之場所；自營作業者實際從事勞動之場所；及其他受工作場所負責人指揮或監督從事勞動之人員，實際從事勞動之場所。 ／ 七、工作場所：指勞動場所中，接受雇主或代理雇主指示處理有關勞工事務之人所能支配、管理之場所。 ／ 八、作業場所：指工作場所中，從事特定工作目的之場所。
OSH-01	OSH	職業安全衛生法	第3條		本法所稱主管機關：在中央為勞動部；在直轄市為直轄市政府；在縣（市）為縣（市）政府。 ／ 本法有關衛生事項，中央主管機關應會商中央衛生主管機關辦理。
OSH-01	OSH	職業安全衛生法	第4條		本法適用於各業。但因事業規模、性質及風險等因素，中央主管機關得指定公告其適用本法之部分規定。
OSH-01	OSH	職業安全衛生法	第5條		雇主使勞工從事工作，應在合理可行範圍內，採取必要之預防設備或措施，使勞工免於發生職業災害。 ／ 機械、設備、器具、原料、材料等物件之設計、製造或輸入者及工程之設計或施工者，應於設計、製造、輸入或施工規劃階段實施風險評估，致力防止此等物件於使用或工程施工時，發生職業災害。
OSH-01	OSH	職業安全衛生法	第6條		雇主對下列事項應有符合規定之必要安全衛生設備及措施： ／ 一、防止機械、設備或器具等引起之危害。 ／ 二、防止爆炸性或發火性等物質引起之危害。 ／ 三、防止電、熱或其他之能引起之危害。 ／ 四、防止採石、採掘、裝卸、搬運、堆積或採伐等作業中引起之危害。 ／ 五、防止有墜落、物體飛落或崩塌等之虞之作業場所引起之危害。 ／ 六、防止高壓氣體引起之危害。 ／ 七、防止原料、材料、氣體、蒸氣、粉塵、溶劑、化學品、含毒性物質或缺氧空氣等引起之危害。 ／ 八、防止輻射、高溫、低溫、超音波、噪音、振動或異常氣壓等引起之危害。 ／ 九、防止監視儀表或精密作業等引起之危害。 ／ 十、防止廢氣、廢液或殘渣等廢棄物引起之危害。 ／ 十一、防止水患、風災或火災等引起之危害。 ／ 十二、防止動物、植物或微生物等引起之危害。 ／ 十三、防止通道、地板或階梯等引起之危害。 ／ 十四、防止未採取充足通風、採光、照明、保溫或防濕等引起之危害。 ／ 雇主對下列事項，應妥為規劃及採取必要之安全衛生措施： ／ 一、重複性作業等促發肌肉骨骼疾病之預防。 ／ 二、輪班、夜間工作、長時間工作等異常工作負荷促發疾病之預防。 ／ 三、執行職務因他人行為遭受身體或精神不法侵害之預防，並建立申訴、調查及處理程序。 ／ 四、避難、急救、休息或其他為保護勞工身心健康之事項。 ／ 前二項必要之安全衛生設備與措施之標準及規則，由中央主管機關定之。
OSH-01	OSH	職業安全衛生法	第7條		製造者、輸入者、供應者或雇主，對於中央主管機關指定之機械、設備或器具，其構造、性能及防護非符合安全標準者，不得產製運出廠場、輸入、租賃、供應或設置。 ／ 前項之安全標準，由中央主管機關定之。 ／ 製造者或輸入者對於第一項指定之機械、設備或器具，符合前項安全標準者，應於中央主管機關指定之資訊申報網站登錄，並於其產製或輸入之產品明顯處張貼安全標示，以供識別。但屬於公告列入型式驗證之產品，應依第八條及第九條規定辦理。 ／ 前項資訊登錄方式、標示及其他應遵行事項之辦法，由中央主管機關定之。
OSH-01	OSH	職業安全衛生法	第8條		製造者或輸入者對於中央主管機關公告列入型式驗證之機械、設備或器具，非經中央主管機關認可之驗證機構實施型式驗證合格及張貼合格標章，不得產製運出廠場或輸入。 ／ 前項應實施型式驗證之機械、設備或器具，有下列情形之一者，得免驗證，不受前項規定之限制： ／ 一、依第十六條或其他法律規定實施檢查、檢驗、驗證或認可。 ／ 二、供國防軍事用途使用，並有國防部或其直屬機關出具證明。 ／ 三、限量製造或輸入僅供科技研發、測試用途之專用機型，並經中央主管機關核准。 ／ 四、非供實際使用或作業用途之商業樣品或展覽品，並經中央主管機關核准。 ／ 五、其他特殊情形，有免驗證之必要，並經中央主管機關核准。 ／ 第一項之驗證，因產品構造規格特殊致驗證有困難者，報驗義務人得檢附產品安全評估報告，向中央主管機關申請核准採用適當檢驗方式為之。 ／ 輸入者對於第一項之驗證，因驗證之需求，得向中央主管機關申請先行放行，經核准後，於產品之設置地點實施驗證。 ／ 前四項之型式驗證實施程序、項目、標準、報驗義務人、驗證機構資格條件、認可、撤銷與廢止、合格標章、標示方法、先行放行條件、申請免驗、安全評估報告、監督管理及其他應遵行事項之辦法，由中央主管機關定之。
OSH-01	OSH	職業安全衛生法	第9條		製造者、輸入者、供應者或雇主，對於有下列情事之產品，不得使用安全標示、驗證合格標章、易生混淆之類似標示或標章揭示於產品： ／ 一、未完成資訊申報網站登錄。 ／ 二、未取得型式驗證合格。 ／ 三、資訊申報網站登錄逾期或型式驗證逾期。 ／ 製造者或輸入者對於完成資訊申報網站登錄或取得型式驗證合格之產品，應建立及保存產銷資料。 ／ 中央主管機關或勞動檢查機構，得對前項產品進行抽驗及市場查驗，業者不得規避、妨礙或拒絕。 ／ 第二項產銷資料應包括之內容、保存年限與其他相關事項，及前項產品抽驗、市場查驗及其他相關事項之辦法，由中央主管機關定之。
OSH-01	OSH	職業安全衛生法	第10條		雇主對於具有危害性之化學品，應予標示、製備清單及揭示安全資料表，並採取必要之通識措施。 ／ 製造者、輸入者或供應者，提供前項化學品與事業單位或自營作業者前，應予標示及提供安全資料表；資料異動時，亦同。 ／ 前二項化學品之範圍、標示、清單格式、安全資料表、揭示、通識措施及其他應遵行事項之規則，由中央主管機關定之。
OSH-01	OSH	職業安全衛生法	第11條		雇主對於前條之化學品，應依其健康危害、散布狀況及使用量等情形，評估風險等級，並採取分級管理措施。 ／ 前項之評估方法、分級管理程序與採行措施及其他應遵行事項之辦法，由中央主管機關定之。
OSH-01	OSH	職業安全衛生法	第12條		雇主對於中央主管機關定有容許暴露標準之作業場所，應確保勞工之危害暴露低於標準值。 ／ 前項之容許暴露標準，由中央主管機關定之。 ／ 雇主對於經中央主管機關指定之作業場所，應訂定作業環境監測計畫，並設置或委託由中央主管機關認可之作業環境監測機構實施監測。但中央主管機關指定免經監測機構分析之監測項目，得僱用合格監測人員辦理之。 ／ 雇主對於前項監測計畫及監測結果，應公開揭示，並通報中央主管機關。中央主管機關或勞動檢查機構得實施查核。 ／ 前二項之作業場所指定、監測計畫與監測結果揭示、通報、監測機構與監測人員資格條件、認可、撤銷與廢止、查核方式及其他應遵行事項之辦法，由中央主管機關定之。
OSH-01	OSH	職業安全衛生法	第13條		製造者或輸入者對於中央主管機關公告之化學物質清單以外之新化學物質，未向中央主管機關繳交化學物質安全評估報告，並經核准登記前，不得製造或輸入含有該物質之化學品。但其他法律已規定或經中央主管機關公告不適用者，不在此限。 ／ 前項評估報告，中央主管機關為防止危害工作者安全及健康，於審查後得予公開。 ／ 前二項化學物質清單之公告、新化學物質之登記、評估報告內容、審查程序、資訊公開及其他應遵行事項之辦法，由中央主管機關定之。
OSH-01	OSH	職業安全衛生法	第14條		製造者、輸入者、供應者或雇主，對於經中央主管機關指定之管制性化學品，不得製造、輸入、供應或供工作者處置、使用。但經中央主管機關許可者，不在此限。 ／ 製造者、輸入者、供應者或雇主，對於中央主管機關指定之優先管理化學品，應將相關運作資料報請中央主管機關備查。 ／ 前二項化學品之指定、許可條件、期間、廢止或撤銷許可、運作資料內容及其他應遵行事項之辦法，由中央主管機關定之。
OSH-01	OSH	職業安全衛生法	第15條		有下列情事之一之工作場所，事業單位應依中央主管機關規定之期限，定期實施製程安全評估，並製作製程安全評估報告及採取必要之預防措施；製程修改時，亦同： ／ 一、從事石油裂解之石化工業。 ／ 二、從事製造、處置或使用危害性之化學品數量達中央主管機關規定量以上。 ／ 前項製程安全評估報告，事業單位應報請勞動檢查機構備查。 ／ 前二項危害性之化學品數量、製程安全評估方法、評估報告內容要項、報請備查之期限、項目、方式及其他應遵行事項之辦法，由中央主管機關定之。
OSH-01	OSH	職業安全衛生法	第15條之1		事業單位將一定規模以上之工程交付規劃、設計時，應依其工程特性，分析潛在施工危害，編製安全衛生圖說及規範，量化編列安全衛生費用，並製作工程規劃設計安全分析報告。 ／ 事業單位將前項工程交付施工時，應使該施工者於事前依工程規劃設計安全分析報告，評估施工風險，採取必要之預防設備及措施，納入施工計畫書，並確實執行。 ／ 事業單位應使前項施工者依施工計畫書確實執行，並指派人員或委託專業機構監督及查證。 ／ 前三項一定規模以上工程範圍、分析與評估方法、安全衛生圖說與規範之內容、工程規劃設計安全分析報告與施工計畫書內容要項、人員或專業機構之資格條件、監督與查證內容及其他相關事項之辦法，由中央主管機關定之。
OSH-01	OSH	職業安全衛生法	第16條		雇主對於經中央主管機關指定具有危險性之機械或設備，非經勞動檢查機構或中央主管機關指定之代行檢查機構檢查合格，不得使用；其使用超過規定期間者，非經再檢查合格，不得繼續使用。 ／ 代行檢查機構應依本法及本法所發布之命令執行職務。 ／ 檢查費收費標準及代行檢查機構之資格條件與所負責任，由中央主管機關定之。 ／ 第一項所稱危險性機械或設備之種類、應具之容量與其製程、竣工、使用、變更或其他檢查之程序、項目、標準及檢查合格許可有效使用期限等事項之規則，由中央主管機關定之。
OSH-01	OSH	職業安全衛生法	第17條		勞工工作場所之建築物，應由依法登記開業之建築師依建築法規及本法有關安全衛生之規定設計。
OSH-01	OSH	職業安全衛生法	第18條		工作場所有立即發生危險之虞時，雇主或工作場所負責人應即令停止作業，並使勞工退避至安全場所。 ／ 勞工執行職務發現有立即發生危險之虞時，得在不危及其他工作者安全情形下，自行停止作業及退避至安全場所，並立即向直屬主管報告。 ／ 雇主不得對前項勞工予以解僱、調職、不給付停止作業期間工資或其他不利之處分。但雇主證明勞工濫用停止作業權，經報主管機關認定，並符合勞動法令規定者，不在此限。
OSH-01	OSH	職業安全衛生法	第19條		在高溫場所工作之勞工，雇主不得使其每日工作時間超過六小時；異常氣壓作業、高架作業、精密作業、重體力勞動或其他對於勞工具有特殊危害之作業，亦應規定減少勞工工作時間，並在工作時間中予以適當之休息。 ／ 前項高溫度、異常氣壓、高架、精密、重體力勞動及對於勞工具有特殊危害等作業之減少工作時間與休息時間之標準，由中央主管機關會同有關機關定之。
OSH-01	OSH	職業安全衛生法	第20條		雇主於僱用勞工時，應施行體格檢查；對在職勞工應施行下列健康檢查： ／ 一、一般健康檢查。 ／ 二、從事特別危害健康作業者之特殊健康檢查。 ／ 三、經中央主管機關指定為特定對象及特定項目之健康檢查。 ／ 前項檢查應由中央主管機關會商中央衛生主管機關認可之醫療機構之醫師為之；檢查紀錄雇主應予保存，並負擔健康檢查費用；實施特殊健康檢查時，雇主應提供勞工作業內容及暴露情形等作業經歷資料予醫療機構。 ／ 前二項檢查之對象及其作業經歷、項目、期間、健康管理分級、檢查紀錄與保存期限及其他應遵行事項之規則，由中央主管機關定之。 ／ 醫療機構對於健康檢查之結果，應通報中央主管機關備查，以作為工作相關疾病預防之必要應用。但一般健康檢查結果之通報，以指定項目發現異常者為限。 ／ 第二項醫療機構之認可條件、管理、檢查醫師資格與前項檢查結果之通報內容、方式、期限及其他應遵行事項之辦法，由中央主管機關定之。 ／ 勞工對於第一項之檢查，有接受之義務。
OSH-01	OSH	職業安全衛生法	第21條		雇主依前條體格檢查發現應僱勞工不適於從事某種工作，不得僱用其從事該項工作。健康檢查發現勞工有異常情形者，應由醫護人員提供其健康指導；其經醫師健康評估結果，不能適應原有工作者，應參採醫師之建議，變更其作業場所、更換工作或縮短工作時間，並採取健康管理措施。 ／ 雇主應依前條檢查結果及個人健康注意事項，彙編成健康檢查手冊，發給勞工，並不得作為健康管理目的以外之用途。 ／ 前二項有關健康管理措施、檢查手冊內容及其他應遵行事項之規則，由中央主管機關定之。
OSH-01	OSH	職業安全衛生法	第22條		事業單位勞工人數在五十人以上者，應置勞工健康服務人員或委託勞工健康服務專業機構，辦理健康管理、職業病與工作相關疾病之預防及健康促進等勞工健康保護事項。 ／ 前項職業病及工作相關疾病預防事項，應配合第二十三條之安全衛生人員辦理之。 ／ 第一項勞工健康服務人員、專業機構之資格與管理、勞工健康保護及其他應遵行事項之規則，由中央主管機關定之。
OSH-01	OSH	職業安全衛生法	第22條之1		本法所稱職場霸凌，指勞工於勞動場所執行職務，因其事業單位人員利用職務或權勢等關係，逾越業務上必要且合理範圍，持續以冒犯、威脅、冷落、孤立、侮辱或其他不當之言詞或行為，致其身心健康遭受危害。但情節重大者，不以持續發生為必要。 ／ 雇主應採取必要之措施，防治職場霸凌之發生；其僱用勞工人數達下列規模者，並依各款規定辦理： ／ 一、勞工人數在十人以上者，應訂定職場霸凌申訴管道，並在工作場所公開揭示。 ／ 二、勞工人數在三十人以上者，應訂定職場霸凌防治措施、申訴及懲處規範，並在工作場所公開揭示。
OSH-01	OSH	職業安全衛生法	第22條之2		雇主於知悉勞工遭受職場霸凌時，應採取下列立即有效之適當措施： ／ 一、雇主因接獲被霸凌勞工申訴而知悉時： ／ （一）採行避免申訴人受職場霸凌情形再度發生之措施。 ／ （二）視申訴人需求及事件情節，提供相關諮詢或必要之協助及保護措施。 ／ （三）對申訴事件進行調查；申訴人有意願者，得予協調，如協調不成立時，應續行調查。 ／ （四）對行為人為適當之懲戒或處理。 ／ 二、雇主非因前款情形而知悉時： ／ （一）就相關事實進行必要之釐清。 ／ （二）依被霸凌勞工意願，協助其協調或提起申訴。 ／ （三）適度調整工作內容或工作場所。 ／ （四）依被霸凌勞工意願，提供相關諮詢或必要之協助及保護措施。 ／ 雇主對於職場霸凌事件之調查或協調，應秉持客觀、公正、公平原則；於調查時，除給予當事人充分陳述意見及答辯機會外，並應遵守利益迴避規定。雇主僱用勞工人數達一定規模者，應組成調查小組；其調查小組外聘成員比例不得少於二分之一。 ／ 雇主接獲被霸凌勞工申訴時，應於中央主管機關指定之網站登錄；事件之處理結果，亦應於該網站登錄之。 ／ 雇主依前三項所為之適當措施、調查處理與申復原則、一定規模之認定、資訊登錄方式，與前條第二項各款應訂定之防治措施、申訴及懲處規範，內容應包括職場霸凌之樣態、預防事項、教育訓練、申訴管道、調查、處理與申復程序、調查人員資格與調查小組之組成、利益迴避事項、懲戒處理及其他相關措施；其準則，由中央主管機關定之。 ／ 雇主所為職場霸凌事件之調查結果，經認定違反前項所定準則之規定，且調查程序有重大瑕疵者，主管機關或勞動檢查機構得要求重新調查，雇主不得拒絕。
OSH-01	OSH	職業安全衛生法	第22條之3		勞工遭受職場霸凌，應向雇主提起申訴。但被申訴人為最高負責人時，得逕向直轄市或縣（市）主管機關提起申訴。 ／ 勞工依前項但書規定，向直轄市或縣（市）主管機關提起申訴之期限，應依下列規定辦理： ／ 一、自職場霸凌行為終了時起，逾三年者，不予受理。 ／ 二、職場霸凌事件發生時勞工在職者，其得於離職之日起一年內申訴。但依前款規定有較長申訴期限者，從其規定。 ／ 直轄市或縣（市）主管機關為調查第一項申訴案件，得請專業人士或民間團體協助辦理。 ／ 直轄市或縣（市）主管機關依本法規定進行調查時，申訴人、被申訴人、受邀協助調查之個人或單位應予配合，並提供相關資料。被申訴人不得規避、妨礙或拒絕。 ／ 前四項有關直轄市或縣（市）主管機關受理職場霸凌申訴與最高負責人之範圍、處理程序、調查方式及其他相關事項之辦法，由中央主管機關定之。
OSH-01	OSH	職業安全衛生法	第23條		雇主應依其事業單位之規模、性質，設置安全衛生組織、人員；並訂定職業安全衛生管理計畫，實施安全衛生管理及自動檢查。 ／ 前項之事業單位達一定規模或有第十五條第一項所定之工作場所者，應建置職業安全衛生管理系統。 ／ 中央主管機關對前項職業安全衛生管理系統得實施訪查，其管理績效良好得公開表揚之。 ／ 第一項及第二項所定安全衛生管理，應由雇主、雇主代理人或工作場所負責人綜理，並由事業單位各級主管依其職責指揮、監督所屬人員執行。 ／ 前四項之事業單位規模、性質、安全衛生組織、人員、職責、管理、自動檢查、職業安全衛生管理系統建置及其他相關事項之辦法，由中央主管機關定之。
OSH-01	OSH	職業安全衛生法	第24條		第十六條第一項所定具有危險性機械或設備，及其他特定機械之操作人員，雇主應僱用經中央主管機關認可之教育訓練或經技能檢定之合格人員充任之。 ／ 前項其他特定機械之種類及應具之容量，由中央主管機關公告之。 ／ 第一項操作人員作業時，應依第六條第一項、第二項及第三項授權訂定之安全衛生設備與措施之標準及規則執行職務。
OSH-01	OSH	職業安全衛生法	第25條		事業單位以其事業招人承攬時，其承攬人就承攬部分負本法所定雇主之責任；原事業單位就職業災害補償仍應與承攬人負連帶責任。再承攬者亦同。 ／ 原事業單位違反本法或有關安全衛生規定，致承攬人所僱勞工發生職業災害時，與承攬人負連帶賠償責任。再承攬者亦同。
OSH-01	OSH	職業安全衛生法	第26條		事業單位以其事業交付承攬時，應於事前就交付承攬之事業實施風險評估，將有關工作環境、危害因素與應採取之安全衛生設備及措施等評估結果告知該承攬人，並於承攬期間使承攬人依評估結果確實執行。 ／ 承攬人、再承攬人就其承攬部分交付再承攬時，應依前項規定辦理。 ／ 事業單位將其工作場所、設備出租或出借他人使用時，應於事前告知其場所、設備危害因素及安全衛生相關注意事項。
OSH-01	OSH	職業安全衛生法	第27條		事業單位以其事業交付承攬，並與承攬人、再承攬人之工作者共同作業時，原事業單位應採取下列必要措施： ／ 一、設置協議組織，並指定工作場所負責人，擔任指揮、監督及協調之工作。 ／ 二、工作之連繫及調整。 ／ 三、工作場所之巡視。 ／ 四、相關承攬人安全衛生教育訓練之指導及協助。 ／ 五、機械、設備、器具及人員之進場管制。 ／ 六、其他為防止職業災害之必要事項。 ／ 事業單位分別交付二個以上承攬人共同作業而未參與共同作業時，應指定承攬人之一負前項原事業單位之責任。 ／ 承攬人、再承攬人就其承攬部分交付再承攬時，亦應依第一項第二款至第六款規定辦理。 ／ 承攬人、再承攬人應配合辦理第一項所定原事業單位採取之必要措施。
OSH-01	OSH	職業安全衛生法	第27條之1		事業單位將符合第十五條之一第一項所定一定規模以上之工程交付二個以上施工者施工時，應指定施工者之一負整體工程安全衛生統合管理責任。 ／ 前項經指定之施工者，應執行整體工程安全衛生統合管理事項。 ／ 前二項施工者之指定、整體工程安全衛生統合管理及其他相關事項之辦法，由中央主管機關定之。
OSH-01	OSH	職業安全衛生法	第28條		二個以上之事業單位分別出資共同承攬工程時，應互推一人為代表人；該代表人視為該工程之事業雇主，負本法雇主防止職業災害之責任。
OSH-01	OSH	職業安全衛生法	第29條		雇主不得使未滿十八歲者從事下列危險性或有害性工作： ／ 一、坑內工作。 ／ 二、處理爆炸性、易燃性等物質之工作。 ／ 三、鉛、汞、鉻、砷、黃磷、氯氣、氰化氫、苯胺等有害物散布場所之工作。 ／ 四、有害輻射散布場所之工作。 ／ 五、有害粉塵散布場所之工作。 ／ 六、運轉中機器或動力傳導裝置危險部分之掃除、上油、檢查、修理或上卸皮帶、繩索等工作。 ／ 七、超過二百二十伏特電力線之銜接。 ／ 八、已熔礦物或礦渣之處理。 ／ 九、鍋爐之燒火及操作。 ／ 十、鑿岩機及其他有顯著振動之工作。 ／ 十一、一定重量以上之重物處理工作。 ／ 十二、起重機、人字臂起重桿之運轉工作。 ／ 十三、動力捲揚機、動力運搬機及索道之運轉工作。 ／ 十四、橡膠化合物及合成樹脂之滾輾工作。 ／ 十五、其他經中央主管機關規定之危險性或有害性之工作。 ／ 前項危險性或有害性工作之認定標準，由中央主管機關定之。 ／ 未滿十八歲者從事第一項以外之工作，經第二十條或第二十二條之醫師評估結果，不能適應原有工作者，雇主應參採醫師之建議，變更其作業場所、更換工作或縮短工作時間，並採取健康管理措施。
OSH-01	OSH	職業安全衛生法	第30條		雇主不得使妊娠中之女性勞工從事下列危險性或有害性工作： ／ 一、礦坑工作。 ／ 二、鉛及其化合物散布場所之工作。 ／ 三、異常氣壓之工作。 ／ 四、處理或暴露於弓形蟲、德國麻疹等影響胎兒健康之工作。 ／ 五、處理或暴露於二硫化碳、三氯乙烯、環氧乙烷、丙烯醯胺、次乙亞胺、砷及其化合物、汞及其無機化合物等經中央主管機關規定之危害性化學品之工作。 ／ 六、鑿岩機及其他有顯著振動之工作。 ／ 七、一定重量以上之重物處理工作。 ／ 八、有害輻射散布場所之工作。 ／ 九、已熔礦物或礦渣之處理工作。 ／ 十、起重機、人字臂起重桿之運轉工作。 ／ 十一、動力捲揚機、動力運搬機及索道之運轉工作。 ／ 十二、橡膠化合物及合成樹脂之滾輾工作。 ／ 十三、處理或暴露於經中央主管機關規定具有致病或致死之微生物感染風險之工作。 ／ 十四、其他經中央主管機關規定之危險性或有害性之工作。 ／ 雇主不得使分娩後未滿一年之女性勞工從事下列危險性或有害性工作： ／ 一、礦坑工作。 ／ 二、鉛及其化合物散布場所之工作。 ／ 三、鑿岩機及其他有顯著振動之工作。 ／ 四、一定重量以上之重物處理工作。 ／ 五、其他經中央主管機關規定之危險性或有害性之工作。 ／ 第一項第五款至第十四款及前項第三款至第五款所定之工作，雇主依第三十一條採取母性健康保護措施，經當事人書面同意者，不在此限。 ／ 第一項及第二項危險性或有害性工作之認定標準，由中央主管機關定之。 ／ 雇主未經當事人告知妊娠或分娩事實而違反第一項或第二項規定者，得免予處罰。但雇主明知或可得而知者，不在此限。
OSH-01	OSH	職業安全衛生法	第31條		中央主管機關指定之事業，雇主應對有母性健康危害之虞之工作，採取危害評估、控制及分級管理措施；對於妊娠中或分娩後未滿一年之女性勞工，應依醫師適性評估建議，採取工作調整或更換等健康保護措施，並留存紀錄。 ／ 前項勞工於保護期間，因工作條件、作業程序變更、當事人健康異常或有不適反應，經醫師評估確認不適原有工作者，雇主應依前項規定重新辦理之。 ／ 第一項事業之指定、有母性健康危害之虞之工作項目、危害評估程序與控制、分級管理方法、適性評估原則、工作調整或更換、醫師資格與評估報告之文件格式、紀錄保存及其他應遵行事項之辦法，由中央主管機關定之。 ／ 雇主未經當事人告知妊娠或分娩事實而違反第一項或第二項規定者，得免予處罰。但雇主明知或可得而知者，不在此限。
OSH-01	OSH	職業安全衛生法	第32條		雇主對勞工應施以從事工作及預防災變所必要之安全衛生教育訓練。 ／ 前項安全衛生教育訓練，應由雇主自行辦理或交由中央主管機關認可之機關（構）、學校、團體等訓練單位辦理。 ／ 前二項之安全衛生教育訓練、訓練單位之資格條件與管理、查核、認可、評鑑及其他應遵行事項之規則，由中央主管機關定之。 ／ 勞工對於第一項之安全衛生教育訓練，有接受之義務。
OSH-01	OSH	職業安全衛生法	第33條		雇主應負責宣導本法及有關安全衛生之規定，使勞工周知。
OSH-01	OSH	職業安全衛生法	第34條		雇主應依本法及有關規定會同勞工代表訂定適合其需要之安全衛生工作守則，報經勞動檢查機構備查後，公告實施。 ／ 勞工對於前項安全衛生工作守則，應切實遵行。
OSH-01	OSH	職業安全衛生法	第35條		中央主管機關得聘請勞方、資方、政府機關代表、學者專家及職業災害勞工團體，召開職業安全衛生諮詢會，研議國家職業安全衛生政策，並提出建議；其成員之任一性別不得少於三分之一。
OSH-01	OSH	職業安全衛生法	第36條		中央主管機關及勞動檢查機構對於各事業單位勞動場所得實施檢查。其有不合規定者，應告知違反法令條款，並通知限期改善；屆期未改善或已發生職業災害，或有發生職業災害之虞時，得通知其部分或全部停工。勞工於停工期間應由雇主照給工資。 ／ 事業單位對於前項之改善，於必要時，得請中央主管機關協助或洽請認可之顧問服務機構提供專業技術輔導。 ／ 前項顧問服務機構之種類、條件、服務範圍、顧問人員之資格與職責、認可程序、撤銷、廢止、管理及其他應遵行事項之規則，由中央主管機關定之。
OSH-01	OSH	職業安全衛生法	第37條		事業單位工作場所發生職業災害，雇主應即採取必要之急救、搶救等措施，並會同勞工代表實施調查、分析及作成紀錄。 ／ 事業單位勞動場所發生下列職業災害之一者，雇主應於八小時內通報勞動檢查機構： ／ 一、發生死亡災害。 ／ 二、發生災害之罹災人數在三人以上。 ／ 三、發生災害之罹災人數在一人以上，且需住院治療。 ／ 四、其他經中央主管機關指定公告之災害。 ／ 勞動檢查機構接獲前項報告後，應就工作場所發生死亡或重傷之災害派員檢查。 ／ 事業單位發生第二項之災害，除必要之急救、搶救外，雇主非經司法機關或勞動檢查機構許可，不得移動或破壞現場。
OSH-01	OSH	職業安全衛生法	第38條		中央主管機關指定之事業，雇主應依規定填載職業災害內容及統計，按月報請勞動檢查機構備查，並公布於工作場所。
OSH-01	OSH	職業安全衛生法	第39條		工作者發現下列情形之一者，得向雇主、主管機關或勞動檢查機構申訴： ／ 一、事業單位違反本法或有關安全衛生之規定。 ／ 二、疑似罹患職業病。 ／ 三、身體或精神遭受侵害。 ／ 主管機關或勞動檢查機構為確認前項雇主所採取之預防及處置措施，得實施調查。 ／ 前項之調查，必要時得通知當事人或有關人員參與，並得請專業人士或民間團體協助辦理。 ／ 雇主不得對依本法提起申訴或協助他人申訴之工作者，予以解僱、降調、減薪、損害其依法令、契約或習慣上所應享有之權益，或其他不利之處分。 ／ 雇主為前項不利處分者，無效。 ／ 工作者因第四項規定之行為受有不利處分者，雇主對於該不利處分與第四項規定行為無關之事實，負舉證責任。
OSH-01	OSH	職業安全衛生法	第40條		違反第六條第一項或第十六條第一項之規定，致發生第三十七條第二項第一款之災害者，處五年以下有期徒刑、拘役或科或併科新臺幣一百五十萬元以下罰金。 ／ 法人犯前項之罪者，除處罰其負責人外，對該法人亦科以前項之罰金。
OSH-01	OSH	職業安全衛生法	第41條		有下列情形之一者，處三年以下有期徒刑、拘役或科或併科新臺幣一百萬元以下罰金： ／ 一、違反第六條第一項或第十六條第一項之規定，致發生第三十七條第二項第二款之災害。 ／ 二、違反第十八條第一項、第二十九條第一項或第三十條第一項、第二項之規定。 ／ 三、違反中央主管機關或勞動檢查機構依第三十六條第一項所發停工之通知。 ／ 四、故意違反第三十七條第四項規定，未經許可而移動或破壞現場。 ／ 法人犯前項之罪者，除處罰其負責人外，對該法人亦科以前項之罰金。
OSH-01	OSH	職業安全衛生法	第42條		違反第十五條第一項、第二項之規定，其危害性化學品洩漏或引起火災、爆炸致發生第三十七條第二項之職業災害者，處新臺幣三十萬元以上三百萬元以下罰鍰；經通知限期改善，屆期未改善，並得按次處罰。 ／ 雇主依第十二條第四項規定通報之監測資料，經中央主管機關查核有虛偽不實者，處新臺幣三十萬元以上一百萬元以下罰鍰。
OSH-01	OSH	職業安全衛生法	第43條		有下列情形之一者，處新臺幣五萬元以上三百萬元以下罰鍰： ／ 一、違反第十條第一項、第十一條第一項、第二十三條第二項之規定，經通知限期改善，屆期未改善。 ／ 二、違反第六條第一項、第十二條第一項、第三項、第十四條第二項、第十六條第一項、第十九條第一項、第二十四條第一項、第三十一條第一項、第二項或第三十七條第一項、第二項、第四項之規定。 ／ 三、違反第六條第二項、第二十二條之一第二項後段或第二十二條之二第一項規定，致發生職業病或工作相關疾病。 ／ 四、違反第十五條之一第一項至第三項、第二十三條第一項、第二十六條、第二十七條、第二十七條之一第一項、第二項、第二十八條或第三十二條第一項規定致發生第三十七條第二項之災害。 ／ 五、違反第十五條第一項、第二項之規定，按次處罰。 ／ 六、規避、妨礙或拒絕本法規定之檢查、調查、抽驗、市場查驗或查核。 ／ 有前項規定情形之一者，主管機關得依事業規模、性質或違反情節，加重其罰鍰至法定罰鍰最高額二分之一。
